id,path,type,cluster,label,lifecycle,parent,directory,required_sections
model-iphone-12-pro,/รับซื้อ-iphone-12-pro-ขอนแก่น/,model,iphone,iPhone 12 Pro,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-12-pro-max,/รับซื้อ-iphone-12-pro-max-ขอนแก่น/,model,iphone,iPhone 12 Pro Max,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-13,/รับซื้อ-iphone-13-ขอนแก่น/,model,iphone,iPhone 13,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-13-mini,/รับซื้อ-iphone-13-mini-ขอนแก่น/,model,iphone,iPhone 13 mini,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-13-pro,/รับซื้อ-iphone-13-pro-ขอนแก่น/,model,iphone,iPhone 13 Pro,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-13-pro-max,/รับซื้อ-iphone-13-pro-max-ขอนแก่น/,model,iphone,iPhone 13 Pro Max,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-14,/รับซื้อ-iphone-14-ขอนแก่น/,model,iphone,iPhone 14,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-14-plus,/รับซื้อ-iphone-14-plus-ขอนแก่น/,model,iphone,iPhone 14 Plus,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-14-pro,/รับซื้อ-iphone-14-pro-ขอนแก่น/,model,iphone,iPhone 14 Pro,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-14-pro-max,/รับซื้อ-iphone-14-pro-max-ขอนแก่น/,model,iphone,iPhone 14 Pro Max,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-15,/รับซื้อ-iphone-15-ขอนแก่น/,model,iphone,iPhone 15,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-15-plus,/รับซื้อ-iphone-15-plus-ขอนแก่น/,model,iphone,iPhone 15 Plus,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-15-pro,/รับซื้อ-iphone-15-pro-ขอนแก่น/,model,iphone,iPhone 15 Pro,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-15-pro-max,/รับซื้อ-iphone-15-pro-max-ขอนแก่น/,model,iphone,iPhone 15 Pro Max,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-16,/รับซื้อ-iphone-16-ขอนแก่น/,model,iphone,iPhone 16,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-16-plus,/รับซื้อ-iphone-16-plus-ขอนแก่น/,model,iphone,iPhone 16 Plus,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-16-pro,/รับซื้อ-iphone-16-pro-ขอนแก่น/,model,iphone,iPhone 16 Pro,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-iphone-16-pro-max,/รับซื้อ-iphone-16-pro-max-ขอนแก่น/,model,iphone,iPhone 16 Pro Max,INDEX,/รับซื้อ-iphone-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-gen-9,/รับซื้อ-ipad-gen-9-ขอนแก่น/,model,ipad,iPad Gen 9,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-gen-10,/รับซื้อ-ipad-gen-10-ขอนแก่น/,model,ipad,iPad Gen 10,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-a16,/รับซื้อ-ipad-a16-ขอนแก่น/,model,ipad,iPad A16,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-air-4,/รับซื้อ-ipad-air-4-ขอนแก่น/,model,ipad,iPad Air 4,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-air-5,/รับซื้อ-ipad-air-5-ขอนแก่น/,model,ipad,iPad Air 5,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-air-m2-11,/รับซื้อ-ipad-air-m2-11-ขอนแก่น/,model,ipad,iPad Air M2 11-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-air-m2-13,/รับซื้อ-ipad-air-m2-13-ขอนแก่น/,model,ipad,iPad Air M2 13-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m1-11,/รับซื้อ-ipad-pro-m1-11-ขอนแก่น/,model,ipad,iPad Pro M1 11-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m1-12-9,/รับซื้อ-ipad-pro-m1-12-9-ขอนแก่น/,model,ipad,iPad Pro M1 12.9-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m2-11,/รับซื้อ-ipad-pro-m2-11-ขอนแก่น/,model,ipad,iPad Pro M2 11-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m2-12-9,/รับซื้อ-ipad-pro-m2-12-9-ขอนแก่น/,model,ipad,iPad Pro M2 12.9-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m4-11,/รับซื้อ-ipad-pro-m4-11-ขอนแก่น/,model,ipad,iPad Pro M4 11-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-pro-m4-13,/รับซื้อ-ipad-pro-m4-13-ขอนแก่น/,model,ipad,iPad Pro M4 13-inch,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-mini-6,/รับซื้อ-ipad-mini-6-ขอนแก่น/,model,ipad,iPad mini 6,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-ipad-mini-a17-pro,/รับซื้อ-ipad-mini-a17-pro-ขอนแก่น/,model,ipad,iPad mini A17 Pro,INDEX,/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3060,/รับซื้อ-rtx-3060-ขอนแก่น/,model,gpu,GeForce RTX 3060,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3060-ti,/รับซื้อ-rtx-3060-ti-ขอนแก่น/,model,gpu,GeForce RTX 3060 Ti,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3070,/รับซื้อ-rtx-3070-ขอนแก่น/,model,gpu,GeForce RTX 3070,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3070-ti,/รับซื้อ-rtx-3070-ti-ขอนแก่น/,model,gpu,GeForce RTX 3070 Ti,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3080,/รับซื้อ-rtx-3080-ขอนแก่น/,model,gpu,GeForce RTX 3080,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3080-ti,/รับซื้อ-rtx-3080-ti-ขอนแก่น/,model,gpu,GeForce RTX 3080 Ti,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-3090,/รับซื้อ-rtx-3090-ขอนแก่น/,model,gpu,GeForce RTX 3090,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4060,/รับซื้อ-rtx-4060-ขอนแก่น/,model,gpu,GeForce RTX 4060,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4060-ti,/รับซื้อ-rtx-4060-ti-ขอนแก่น/,model,gpu,GeForce RTX 4060 Ti,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4070,/รับซื้อ-rtx-4070-ขอนแก่น/,model,gpu,GeForce RTX 4070,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4070-super,/รับซื้อ-rtx-4070-super-ขอนแก่น/,model,gpu,GeForce RTX 4070 SUPER,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4070-ti-super,/รับซื้อ-rtx-4070-ti-super-ขอนแก่น/,model,gpu,GeForce RTX 4070 Ti SUPER,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4080,/รับซื้อ-rtx-4080-ขอนแก่น/,model,gpu,GeForce RTX 4080,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4080-super,/รับซื้อ-rtx-4080-super-ขอนแก่น/,model,gpu,GeForce RTX 4080 SUPER,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-4090,/รับซื้อ-rtx-4090-ขอนแก่น/,model,gpu,GeForce RTX 4090,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-5060,/รับซื้อ-rtx-5060-ขอนแก่น/,model,gpu,GeForce RTX 5060,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-5060-ti,/รับซื้อ-rtx-5060-ti-ขอนแก่น/,model,gpu,GeForce RTX 5060 Ti,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rtx-5070,/รับซื้อ-rtx-5070-ขอนแก่น/,model,gpu,GeForce RTX 5070,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-6600,/รับซื้อ-rx-6600-ขอนแก่น/,model,gpu,Radeon RX 6600,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-6700-xt,/รับซื้อ-rx-6700-xt-ขอนแก่น/,model,gpu,Radeon RX 6700 XT,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-7600,/รับซื้อ-rx-7600-ขอนแก่น/,model,gpu,Radeon RX 7600,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-7700-xt,/รับซื้อ-rx-7700-xt-ขอนแก่น/,model,gpu,Radeon RX 7700 XT,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-7800-xt,/รับซื้อ-rx-7800-xt-ขอนแก่น/,model,gpu,Radeon RX 7800 XT,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-7900-xt,/รับซื้อ-rx-7900-xt-ขอนแก่น/,model,gpu,Radeon RX 7900 XT,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-rx-7900-xtx,/รับซื้อ-rx-7900-xtx-ขอนแก่น/,model,gpu,Radeon RX 7900 XTX,INDEX,/รับซื้อการ์ดจอ-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-intel-core-i5-12400f,/รับซื้อ-intel-core-i5-12400f-ขอนแก่น/,model,cpu-parts,Intel Core i5-12400F,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-intel-core-i5-13400f,/รับซื้อ-intel-core-i5-13400f-ขอนแก่น/,model,cpu-parts,Intel Core i5-13400F,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
model-intel-core-i5-14400f,/รับซื้อ-intel-core-i5-14400f-ขอนแก่น/,model,cpu-parts,Intel Core i5-14400F,INDEX,/รับซื้อคอมพิวเตอร์-ขอนแก่น/,/ยี่ห้อและรุ่นที่รับซื้อ/,ภาพรวมรุ่น/ซีรีส์ | รุ่นย่อยและสเปกที่มีผลต่อราคา | จุดตรวจเฉพาะรุ่น | ปัจจัยราคา | อุปกรณ์/ประกัน | FAQ เฉพาะรุ่น
