url,pageType,title,h1,canonical,robots,indexability,parentHub,inboundInternalLinks,outboundInternalLinks,contentUniqueness,searchIntent,cannibalization,priority,recommendedAction,sitemap
"/","Static","รับซื้อสินค้าไอที ขอนแก่น จ่ายสด นัดรับถึงที่ | WINNER IT","รับซื้อสินค้าไอที ขอนแก่น นัดรับถึงที่ จ่ายสดหน้างาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/","index, follow (default)","Indexable (200 build)","/","86","24","Unique body; 6817 chars","รับซื้อสินค้าไอที ขอนแก่น นัดรับถึงที่ จ่ายสดหน้างาน","none found","Tier A","KEEP","YES"
"/รับซื้อการ์ดจอ-ขอนแก่น/","Category","รับซื้อการ์ดจอ ขอนแก่น RTX RX ทุกรุ่น ประเมินตามตลาดจริง | WINNER IT","รับซื้อการ์ดจอ ขอนแก่น RTX RX ทุกรุ่น ราคาอิงตลาดจริง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B8%88%E0%B8%AD-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","16","24","Unique body; 6701 chars","รับซื้อการ์ดจอ ขอนแก่น RTX RX ทุกรุ่น ราคาอิงตลาดจริง","none found","Tier A","ENRICH","YES"
"/รับซื้อคอมพิวเตอร์-ขอนแก่น/","Category","รับซื้อคอมพิวเตอร์ ขอนแก่น คอมประกอบ PC iMac ยกชุดก็รับ | WINNER IT","รับซื้อคอมพิวเตอร์ ขอนแก่น ยกชุดหรือแยกชิ้น จ่ายสดถึงบ้าน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B8%9E%E0%B8%B4%E0%B8%A7%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","86","27","Unique body; 6679 chars","รับซื้อคอมพิวเตอร์ ขอนแก่น ยกชุดหรือแยกชิ้น จ่ายสดถึงบ้าน","none found","Tier A","ENRICH","YES"
"/รับซื้อคอมยกล็อต-ขอนแก่น/","Model","รับซื้อคอมยกล็อต ขอนแก่น สำนักงานและร้านเกม | WINNER IT","รับซื้อคอมพิวเตอร์ยกล็อต ขอนแก่น ประเมินรายเครื่องตามสเปกจริง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B8%A2%E0%B8%81%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%95-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับเหมาอุปกรณ์ไอที-ขอนแก่น/","4","21","Unique body; 1647 chars","รับซื้อคอมพิวเตอร์ยกล็อต ขอนแก่น ประเมินรายเครื่องตามสเปกจริง","none found","Tier B","KEEP","YES"
"/รับซื้อคอมสำนักงาน-ขอนแก่น/","Model","รับซื้อคอมสำนักงาน ขอนแก่น Dell HP Lenovo ยกชุด | WINNER IT","รับซื้อคอมสำนักงานขอนแก่น เหมาะกับบริษัทที่ปลดระวางเครื่อง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อคอมพิวเตอร์-ขอนแก่น/","8","21","Unique body; 1836 chars","รับซื้อคอมสำนักงานขอนแก่น เหมาะกับบริษัทที่ปลดระวางเครื่อง","none found","Tier B","KEEP","YES"
"/รับซื้อคอมเกมมิ่ง-ขอนแก่น/","Model","รับซื้อคอมเกมมิ่ง ขอนแก่น PC RTX Ryzen Intel | WINNER IT","รับซื้อคอมเกมมิ่งขอนแก่น แยกราคาตามอะไหล่จริง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B9%88%E0%B8%87-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อคอมพิวเตอร์-ขอนแก่น/","8","21","Unique body; 1727 chars","รับซื้อคอมเกมมิ่งขอนแก่น แยกราคาตามอะไหล่จริง","none found","Tier B","KEEP","YES"
"/รับซื้อจอคอม-ขอนแก่น/","Category","รับซื้อจอคอม ขอนแก่น จอเกมมิ่ง 4K UltraWide | WINNER IT","รับซื้อจอคอม ขอนแก่น เกมมิ่ง 144Hz 4K UltraWide จ่ายสดถึงบ้าน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%88%E0%B8%AD%E0%B8%84%E0%B8%AD%E0%B8%A1-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","17","19","Unique body; 5682 chars","รับซื้อจอคอม ขอนแก่น เกมมิ่ง 144Hz 4K UltraWide จ่ายสดถึงบ้าน","none found","Tier B","KEEP","YES"
"/รับซื้อมือถือ-ขอนแก่น/","Category","รับซื้อมือถือ ขอนแก่น iPhone iPad Samsung จ่ายสดหน้างาน | WINNER IT","รับซื้อมือถือ ขอนแก่น iPhone iPad ทุกรุ่น จ่ายสดหน้างาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","86","22","Unique body; 6288 chars","รับซื้อมือถือ ขอนแก่น iPhone iPad ทุกรุ่น จ่ายสดหน้างาน","none found","Tier B","KEEP","YES"
"/รับซื้อสมาร์ทวอทช์-ขอนแก่น/","Category","รับซื้อสมาร์ทวอทช์ ขอนแก่น Apple Galaxy | WINNER IT","รับซื้อ Apple Watch ขอนแก่น Galaxy Watch สมาร์ทวอทช์ทุกรุ่น จ่ายสดหรือโอนหน้างาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%AA%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97%E0%B8%A7%E0%B8%AD%E0%B8%97%E0%B8%8A%E0%B9%8C-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","4","18","Unique body; 5636 chars","รับซื้อ Apple Watch ขอนแก่น Galaxy Watch สมาร์ทวอทช์ทุกรุ่น จ่ายสดหรือโอนหน้างาน","none found","Tier B","KEEP","YES"
"/รับซื้ออุปกรณ์ไอทีสำนักงาน-ขอนแก่น/","Category","รับซื้อไอทีสำนักงาน ขอนแก่น ปริ้นเตอร์ Server | WINNER IT","รับซื้ออุปกรณ์ไอที ขอนแก่น ครบทุกชนิด เหมายกออฟฟิศก็จบไว","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","1","20","Unique body; 5525 chars","รับซื้ออุปกรณ์ไอที ขอนแก่น ครบทุกชนิด เหมายกออฟฟิศก็จบไว","none found","Tier B","KEEP","YES"
"/รับซื้อเครื่องเกม-ขอนแก่น/","Category","รับซื้อเครื่องเกม ขอนแก่น PS5 Nintendo Switch Xbox จ่ายสด | WINNER IT","รับซื้อเครื่องเกม ขอนแก่น PS5 Switch Xbox จ่ายสดถึงที่","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%81%E0%B8%A1-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","86","22","Unique body; 5534 chars","รับซื้อเครื่องเกม ขอนแก่น PS5 Switch Xbox จ่ายสดถึงที่","none found","Tier A","KEEP","YES"
"/รับซื้อแกดเจ็ต-ขอนแก่น/","Category","รับซื้อแกดเจ็ต ขอนแก่น หูฟัง ลำโพง อุปกรณ์เสริมไอที | WINNER IT","รับซื้อแกดเจ็ต ขอนแก่น หูฟัง ลำโพง อุปกรณ์เสริมไอที","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%81%E0%B8%81%E0%B8%94%E0%B9%80%E0%B8%88%E0%B9%87%E0%B8%95-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","86","18","Unique body; 5170 chars","รับซื้อแกดเจ็ต ขอนแก่น หูฟัง ลำโพง อุปกรณ์เสริมไอที","none found","Tier B","KEEP","YES"
"/รับซื้อโดรน-gopro-ขอนแก่น/","Category","รับซื้อโดรน GoPro ขอนแก่น DJI Insta360 | WINNER IT","รับซื้อโดรน ขอนแก่น DJI GoPro Insta360 ทุกรุ่น จ่ายสดหรือโอนหน้างาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%94%E0%B8%A3%E0%B8%99-gopro-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","2","17","Unique body; 5705 chars","รับซื้อโดรน ขอนแก่น DJI GoPro Insta360 ทุกรุ่น จ่ายสดหรือโอนหน้างาน","none found","Tier B","KEEP","YES"
"/รับซื้อโน้ตบุ๊ก-ipad-มข-กังสดาล/","Local","รับซื้อโน้ตบุ๊ค iPad แถว มข. กังสดาล สำหรับนักศึกษา | WINNER IT","รับซื้อโน้ตบุ๊ค iPad แถว มข. และกังสดาล","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81-ipad-%E0%B8%A1%E0%B8%82-%E0%B8%81%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%94%E0%B8%B2%E0%B8%A5/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","4","20","Unique body; 2792 chars","รับซื้อโน้ตบุ๊ค iPad แถว มข. และกังสดาล","none found","Tier A","ENRICH","YES"
"/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","Category","รับซื้อโน้ตบุ๊ค ขอนแก่น ส่งรูปประเมิน | WINNER IT","รับซื้อโน้ตบุ๊ค ขอนแก่น ประเมินตามรุ่นและสภาพ","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","86","30","Unique body; 7552 chars","รับซื้อโน้ตบุ๊ค ขอนแก่น ประเมินตามรุ่นและสภาพ","none found","Tier A","ENRICH","YES"
"/รับซื้อโน้ตบุ๊กจอแตก-ขอนแก่น/","Model","รับซื้อโน๊ตบุ๊คจอแตก ขอนแก่น จอมีเส้น จอดำ | WINNER IT","รับซื้อโน๊ตบุ๊คจอแตกขอนแก่น หักตามค่าจอจริง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81%E0%B8%88%E0%B8%AD%E0%B9%81%E0%B8%95%E0%B8%81-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","3","21","Unique body; 1727 chars","รับซื้อโน๊ตบุ๊คจอแตกขอนแก่น หักตามค่าจอจริง","screen_damage","Tier C","REVIEW","YES"
"/รับซื้อโน้ตบุ๊กเกมมิ่ง-ขอนแก่น/","Model","รับซื้อโน๊ตบุ๊คเกมมิ่ง ขอนแก่น ROG Legion Nitro MSI | WINNER IT","รับซื้อโน๊ตบุ๊คเกมมิ่งขอนแก่น ดู GPU และความร้อนเป็นหลัก","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B9%88%E0%B8%87-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","6","21","Unique body; 1861 chars","รับซื้อโน๊ตบุ๊คเกมมิ่งขอนแก่น ดู GPU และความร้อนเป็นหลัก","none found","Tier B","KEEP","YES"
"/รับซื้อโน้ตบุ๊กเปิดไม่ติด-ขอนแก่น/","Model","รับซื้อโน้ตบุ๊คเปิดไม่ติด ขอนแก่น | WINNER IT","รับซื้อโน๊ตบุ๊คเปิดไม่ติดขอนแก่น ดูสาเหตุและอะไหล่ที่เหลือ","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81%E0%B9%80%E0%B8%9B%E0%B8%B4%E0%B8%94%E0%B9%84%E0%B8%A1%E0%B9%88%E0%B8%95%E0%B8%B4%E0%B8%94-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","3","21","Unique body; 1851 chars","รับซื้อโน๊ตบุ๊คเปิดไม่ติดขอนแก่น ดูสาเหตุและอะไหล่ที่เหลือ","notebook_fault","Tier C","REVIEW","YES"
"/รับซื้อโน้ตบุ๊กเสีย-ขอนแก่น/","Model","รับซื้อโน๊ตบุ๊คเสีย ขอนแก่น เครื่องพังมีตำหนิก็ประเมินได้ | WINNER IT","รับซื้อโน๊ตบุ๊คเสียขอนแก่น แยกประเมินตามอะไหล่ที่ยังมีราคา","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%82%E0%B8%99%E0%B9%89%E0%B8%95%E0%B8%9A%E0%B8%B8%E0%B9%8A%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%B5%E0%B8%A2-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","4","20","Unique body; 1621 chars","รับซื้อโน๊ตบุ๊คเสียขอนแก่น แยกประเมินตามอะไหล่ที่ยังมีราคา","notebook_fault","Tier C","REVIEW","YES"
"/รับซื้อไอที-ชุมแพ/","Local","รับซื้อสินค้าไอที ชุมแพ ขอนแก่น คอม โน้ตบุ๊ค iPhone | WINNER IT","รับซื้อสินค้าไอที ชุมแพ ขอนแก่น ส่งรูปก่อน จัดรอบรับตามคิว","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B9%81%E0%B8%9E/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","2","19","Unique body; 2431 chars","รับซื้อสินค้าไอที ชุมแพ ขอนแก่น ส่งรูปก่อน จัดรอบรับตามคิว","none found","Tier B","KEEP","YES"
"/รับซื้อไอที-น้ำพอง/","Local","รับซื้อไอที น้ำพอง ขอนแก่น คอม โน้ตบุ๊ค มือถือ | WINNER IT","รับซื้อสินค้าไอที น้ำพอง ขอนแก่น จัดรอบรับตามคิวงาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9E%E0%B8%AD%E0%B8%87/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","1","20","Unique body; 2540 chars","รับซื้อสินค้าไอที น้ำพอง ขอนแก่น จัดรอบรับตามคิวงาน","none found","Tier B","KEEP","YES"
"/รับซื้อไอที-บ้านเป็ด/","Local","รับซื้อสินค้าไอที บ้านเป็ด ขอนแก่น คอม โน้ตบุ๊ค iPhone | WINNER IT","รับซื้อสินค้าไอที บ้านเป็ด ขอนแก่น นัดรับตามโซนหมู่บ้านและคอนโด","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","4","20","Unique body; 2685 chars","รับซื้อสินค้าไอที บ้านเป็ด ขอนแก่น นัดรับตามโซนหมู่บ้านและคอนโด","none found","Tier A","ENRICH","YES"
"/รับซื้อไอที-บ้านไผ่/","Local","รับซื้อสินค้าไอที บ้านไผ่ ขอนแก่น นัดรับต่างอำเภอ | WINNER IT","รับซื้อสินค้าไอที บ้านไผ่ ขอนแก่น จัดรอบรับถึงพื้นที่","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%9C%E0%B9%88/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","3","20","Unique body; 2652 chars","รับซื้อสินค้าไอที บ้านไผ่ ขอนแก่น จัดรอบรับถึงพื้นที่","none found","Tier B","KEEP","YES"
"/รับซื้อไอที-พล/","Local","รับซื้อสินค้าไอที พล ขอนแก่น โน้ตบุ๊ค คอม มือถือ | WINNER IT","รับซื้อสินค้าไอที พล ขอนแก่น นัดรับต่างอำเภอตามรอบงาน","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%9E%E0%B8%A5/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","2","21","Unique body; 2621 chars","รับซื้อสินค้าไอที พล ขอนแก่น นัดรับต่างอำเภอตามรอบงาน","none found","Tier B","KEEP","YES"
"/รับซื้อไอที-ศิลา/","Local","รับซื้อสินค้าไอที ศิลา ขอนแก่น ใกล้ มข. และโซนหอพัก | WINNER IT","รับซื้อสินค้าไอที ศิลา ขอนแก่น ใกล้ มข. และโซนหอพัก","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%A8%E0%B8%B4%E0%B8%A5%E0%B8%B2/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","5","21","Unique body; 2745 chars","รับซื้อสินค้าไอที ศิลา ขอนแก่น ใกล้ มข. และโซนหอพัก","none found","Tier A","ENRICH","YES"
"/รับซื้อไอที-เมืองขอนแก่น/","Local","รับซื้อสินค้าไอที เมืองขอนแก่น นัดรับถึงที่ ประเมินราคาฟรี | WINNER IT","รับซื้อสินค้าไอที เมืองขอนแก่น นัดรับไวตามคิวงานจริง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/พื้นที่ให้บริการ/","9","21","Unique body; 2885 chars","รับซื้อสินค้าไอที เมืองขอนแก่น นัดรับไวตามคิวงานจริง","none found","Tier A","ENRICH","YES"
"/รับเหมาอุปกรณ์ไอที-ขอนแก่น/","Category","รับเหมาอุปกรณ์ไอที ขอนแก่น งานยกล็อต | WINNER IT","รับเหมาซื้ออุปกรณ์ไอที ขอนแก่น ปิดออฟฟิศ เคลียร์คลังสินค้า","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B9%80%E0%B8%AB%E0%B8%A1%E0%B8%B2%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99/","index, follow (default)","Indexable (200 build)","/","13","23","Unique body; 6359 chars","รับเหมาซื้ออุปกรณ์ไอที ขอนแก่น ปิดออฟฟิศ เคลียร์คลังสินค้า","none found","Tier A","KEEP","YES"
"/สภาพสินค้าที่ขายได้/","Static","สภาพสินค้าแบบไหนขายได้บ้าง จอแตก เปิดไม่ติด แบตบวม | WINNER IT","สภาพสินค้าแบบไหนยังขายได้บ้าง","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B8%AA%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%82%E0%B8%B2%E0%B8%A2%E0%B9%84%E0%B8%94%E0%B9%89/","index, follow (default)","Indexable (200 build)","/","86","23","Unique body; 1034 chars","สภาพสินค้าแบบไหนยังขายได้บ้าง","condition_general","Tier A","KEEP","YES"
"/เกี่ยวกับเรา/","Static","เกี่ยวกับเรา | WINNER IT ขอนแก่น","เกี่ยวกับ WINNER IT ขอนแก่น","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B9%80%E0%B8%A3%E0%B8%B2/","index, follow (default)","Indexable (200 build)","/","86","17","Unique body; 1088 chars","เกี่ยวกับ WINNER IT ขอนแก่น","none found","Tier C","KEEP","YES"
"/เงื่อนไขการรับซื้อ/","Static","เงื่อนไขการรับซื้อ | WINNER IT","เงื่อนไขการประเมินราคาและการรับซื้อ","https://xn--12cb0a0clbb5eueac5b7cya1nrb2eh.com/%E0%B9%80%E0%B8%87%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99%E0%B9%84%E0%B8%82%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/","index, follow (default)","Indexable (200 build)","/","86","17","Unique body; 1125 chars","เงื่อนไขการประเมินราคาและการรับซื้อ","none found","Tier C","KEEP","YES"
