current_url,proposed_url,page_type,source,intent,redirect_status,collision_status,notes
"/blog/sell-iphone-before-new-model/","/บทความ/ขาย-iphone-ตอนไหนดี/","Blog Article","src/pages/blog/sell-iphone-before-new-model.astro","บทความความรู้สนับสนุนการตัดสินใจ: sell-iphone-before-new-model","308 PERMANENT","No Collision",""
"/blog/sell-it-near-me-khonkaen/","/บทความ/รับซื้อสินค้าไอทีใกล้ฉัน-ขอนแก่น/","Blog Article","src/pages/blog/sell-it-near-me-khonkaen.astro","บทความความรู้สนับสนุนการตัดสินใจ: sell-it-near-me-khonkaen","308 PERMANENT","No Collision",""
"/blog/sell-whole-computer-vs-parts/","/บทความ/ขายคอมทั้งเครื่อง-vs-แยกชิ้นส่วน/","Blog Article","src/pages/blog/sell-whole-computer-vs-parts.astro","บทความความรู้สนับสนุนการตัดสินใจ: sell-whole-computer-vs-parts","308 PERMANENT","No Collision",""
"/blog/shop-vs-facebook-group/","/บทความ/ขายร้าน-vs-ขายเอง-facebook/","Blog Article","src/pages/blog/shop-vs-facebook-group.astro","บทความความรู้สนับสนุนการตัดสินใจ: shop-vs-facebook-group","308 PERMANENT","No Collision",""
"/blog/trade-in-vs-buyout-shop/","/บทความ/เทิร์นเครื่องศูนย์-vs-ขายร้านรับซื้อ/","Blog Article","src/pages/blog/trade-in-vs-buyout-shop.astro","บทความความรู้สนับสนุนการตัดสินใจ: trade-in-vs-buyout-shop","308 PERMANENT","No Collision",""
"/blog/upgrade-computer-sell-old/","/บทความ/อัปเกรดคอมใหม่-ขายของเก่า/","Blog Article","src/pages/blog/upgrade-computer-sell-old.astro","บทความความรู้สนับสนุนการตัดสินใจ: upgrade-computer-sell-old","308 PERMANENT","No Collision",""
"/blog/where-to-sell-it-khonkaen/","/บทความ/ขายของไอทีที่ไหนดี-ขอนแก่น/","Blog Article","src/pages/blog/where-to-sell-it-khonkaen.astro","บทความความรู้สนับสนุนการตัดสินใจ: where-to-sell-it-khonkaen","308 PERMANENT","No Collision",""
"/bulk-buyout/","/รับเหมาอุปกรณ์ไอที-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: bulk-buyout","308 PERMANENT","No Collision",""
"/buyout-terms/","/เงื่อนไขการรับซื้อ/","Static Page","src/pages/buyout-terms.astro","รายละเอียดเงื่อนไข สภาพที่รับซื้อ และกระบวนการประเมินราคา","308 PERMANENT","No Collision",""
"/camera/","/รับซื้อกล้อง-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: camera","308 PERMANENT","No Collision",""
"/computer/","/รับซื้อคอมพิวเตอร์-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: computer","308 PERMANENT","No Collision",""
"/contact/","/ติดต่อเรา/","Static Page","src/pages/contact.astro","ข้อมูลและช่องทางการนัดประเมินราคากลุ่ม WINNER IT","308 PERMANENT","No Collision",""
"/drone-gopro/","/รับซื้อโดรน-gopro-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: drone-gopro","308 PERMANENT","No Collision",""
"/gadget/","/รับซื้อแกดเจ็ต-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: gadget","308 PERMANENT","No Collision",""
"/game-console/","/รับซื้อเครื่องเกม-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: game-console","308 PERMANENT","No Collision",""
"/gpu/","/รับซื้อการ์ดจอ-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: gpu","308 PERMANENT","No Collision",""
"/ipad-tablet/","/รับซื้อ-ipad-แท็บเล็ต-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: ipad-tablet","308 PERMANENT","No Collision",""
"/iphone/","/รับซื้อ-iphone-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: iphone","308 PERMANENT","No Collision",""
"/macbook/","/รับซื้อ-macbook-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: macbook","308 PERMANENT","No Collision",""
"/monitor/","/รับซื้อจอคอม-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: monitor","308 PERMANENT","No Collision",""
"/notebook/","/รับซื้อโน้ตบุ๊ก-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: notebook","308 PERMANENT","No Collision",""
"/privacy/","/นโยบายความเป็นส่วนตัว/","Static Page","src/pages/privacy.astro","ข้อกำหนดนโยบายการคุ้มครองข้อมูลส่วนบุคคลของลูกค้า","308 PERMANENT","No Collision",""
"/service-area/","/พื้นที่ให้บริการ/","Static Page","src/pages/service-area.astro","พื้นที่ให้บริการประเมินราคาและนัดรับสินค้าไอทีในจังหวัดขอนแก่น","308 PERMANENT","No Collision",""
"/smartphone/","/รับซื้อมือถือ-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: smartphone","308 PERMANENT","No Collision",""
"/smartwatch/","/รับซื้อสมาร์ทวอทช์-ขอนแก่น/","Category Page","src/data/categories.js (CATEGORIES)","บริการรับซื้อหมวดหมู่หลัก: smartwatch","308 PERMANENT","No Collision",""
"/terms/","/ข้อกำหนดการใช้บริการ/","Static Page","src/pages/terms.astro","ข้อกำหนดการให้บริการรับประเมินและเงื่อนไขทางกฎหมาย","308 PERMANENT","No Collision",""
